Power sold,Power bought,hydrogen produced
0.0,0.0,1.102098537811277
0.0,8.669635020640651,1.4215375561871308
0.0,8.736390115632469,1.1003764532514413
0.0,9.20269269035157,0.9021358109863242
0.0,9.22608130244824,0.8770335059460557
0.0,9.224809092068835,0.8767982760862695
0.0,9.225921013762804,0.8770038687998644
0.0,9.299390217511139,0.9003971602181262
0.0,8.38291465993953,1.5107530331091703
0.0,8.369492128256585,1.508271226407333
0.0,8.873758115028103,1.5083243305535692
0.0,9.17401173620206,1.5197005525985683
0.0,9.554664864473008,1.5214201725959262
0.0,9.4561074864169,1.498292584954322
0.0,9.973041328497121,1.495783486298309
0.0,9.420224662629986,1.496562373649225
0.0,9.628961974569638,1.5204441880329869
0.0,1.6534562436599405,1.5220304604137302
0.0,0.0,1.5279339777429601
0.0,0.0,1.5133499140751419
0.0,8.49704383562114,1.5269508817507706
0.0,9.266769896157307,0.9434104192983888
0.0,8.538998014483306,1.5248992068976952
0.0,0.0,0.9468630308619226
0.0,9.228352756576236,0.8774534945302463
0.0,9.252466955115398,0.8819121749757525
0.0,9.305907416386452,0.8819842971331758
0.0,10.122191770225365,0.8759710240961921
0.0,9.766144238606163,0.8640875305440855
0.0,9.068494189501454,0.8478958766021469
0.0,8.350906944735243,1.4655990853759373
0.0,0.0,1.4867816121023358
0.0,0.0,1.4541393851825384
0.0,0.0,1.4361368561713486
0.0,0.0,1.4481858699202854
0.0,0.0,1.4895767034495098
0.0,0.0,1.5101764103039783
0.0,0.0,1.5009741300649633
0.0,0.0,1.4629355627357836
0.0,0.0,1.362499336397503
0.0,0.0,1.2368300173499869
0.0,0.0,1.1560546906092073
0.0,0.0,1.065540827784755
0.0,0.0,0.9245291355505582
0.0,0.0,0.7829092034124826
0.0,0.0,0.709321260561782
0.0,0.009557933929472573,0.7129155335369801
0.0,0.0,0.7676128680645641
0.0,0.0,0.7470348743885962
0.0,0.0,0.8273298363812364
0.0,0.0,0.8528327502449351
0.0,0.0,0.8493958361582141
0.0,0.0,0.8470627753764226
0.0,0.0,0.7950726430052488
0.0,0.0,0.6817281490835725
0.0,0.0,0.632370119679939
0.0,0.0,0.6236269782976491
0.0,0.0,0.6105482825396433
0.0,0.027696664192797704,0.5642307595959678
0.0,0.0,0.47611571581703144
0.0,0.0,0.4013597547593029
0.0,0.0,0.3278557158760553
0.0,0.0,0.25548719189784225
0.0,0.0,0.19238919544322947
0.0,0.0,0.13862868394375832
0.0,0.0,0.0937540028868028
0.0,0.0,0.06582771427156629
0.0,0.0,0.05524555855349592
0.0,0.0,0.06624834061678728
0.0,0.0,0.09009086650877701
0.0,0.5175419985265386,0.1349285347324971
0.0,0.06953513370570563,0.2139402539657544
0.0,0.0,0.4134109524775836
0.0,0.0,0.5581524605610209
0.0,0.0,0.7807116043571585
0.0,0.0,1.1183252498455052
0.0,0.0,1.3414285963880286
0.0,0.0,1.3939277484914343
0.0,0.0,1.4147485434364178
0.0,0.0,1.4190153610488565
0.0,0.0,1.3625534748333001
0.0,0.0,1.3517424931892255
0.0,0.0,1.3100540076013152
0.0,0.0,1.2190055876717896
0.0,0.0,1.1232811789413029
0.0,0.910411218752432,1.0609474279874638
0.0,2.367748725476093,0.9821895896716868
0.0,1.1149608844145176,0.9957744758241773
0.0,0.030807384613351196,1.0846798462660667
0.0,0.0,1.1814280051776485
0.0,0.0,1.2574583557856327
0.0,0.0,1.266198480425646
0.0,0.0,1.2493780363431637
0.0,0.0,1.2480980768188106
0.0,0.0,1.2262246441302787
0.0,0.0,1.170939002058802
0.0,0.0,1.2212525413155402
0.0,0.0,1.1958427212669245
0.0,0.0,1.1654375484258657
0.0,0.0,1.1166386827454737
0.0,0.0,1.0315786283593207
0.0,0.0,0.9764767777559747
0.0,0.0,0.8878434878951882
0.0,0.0,0.838018259956432
0.0,0.0,0.7081162944004885
0.0,0.7837375901717981,0.5617919766486333
0.0,0.5588770634650349,0.5398334740990303
0.0,0.7092304522216814,0.479353121493885
0.0,0.4093139583606902,0.3895676988639989
0.0,0.0,0.3170254518891441
0.0,0.0,0.24853086349033043
0.0,0.0,0.2009682088706744
0.0,0.0,0.1707245574804229
0.0,0.0,0.14481918709111788
0.0,0.0,0.1230555081090835
0.0,0.06734869031139407,0.10563762320406572
0.0,0.177110958349272,0.09650568226801823
0.0,0.34065775482625116,0.08750948101131292
0.0,0.3218237215318157,0.0742181536182731
0.0,0.2850980843986006,0.05271422360957882
0.0,0.048606670187309894,0.013891773975556503
0.0,0.0055269740889533625,0.005926400451732802
0.0,0.013178015536547294,0.0024365960198905676
0.0,0.027778349660827588,0.005136176690260216
0.0,0.012034635624366546,0.0022251867272306894
0.0,0.050292300431325265,0.009298973636983194
0.0,0.020102905426636175,0.0037169981485400475
0.0,0.03360354345185409,0.0062132466001371955
0.0,0.039407524755989236,0.007286394351857052
0.0,0.10551872828105535,0.019510260299852235
0.0,0.17153103454391164,0.03662031122065295
0.0,0.24365640311551973,0.04995618759045468
0.0,0.3181832309170648,0.05883161936623217
0.0,0.2285379501134754,0.06677869122309302
0.0,0.328354239588424,0.07052116603149393
0.0,0.4024102657813079,0.07440507633691429
0.0,0.37434456928464477,0.0741202405657572
0.0,0.26569383486581044,0.0736487605937027
0.0,0.0,0.07750708140391732
0.0,0.0,0.09006646439805367
0.0,0.0,0.11578308186339722
0.0,0.12127136857750676,0.17936597059071718
0.0,0.38395509478478185,0.24264922457827717
0.0,0.34854132594384973,0.28024150832334843
0.0,0.0,0.19026861478523502
0.0,0.7862236107545336,0.2287476147751383
0.0,0.5817230676498026,0.19584023095621514
0.0,0.0,0.162490542798795
0.0,0.0,0.2079969056219803
0.0,0.0,0.2738530709557027
0.0,0.4032810894290238,0.3345030498512513
0.0,0.7584607675991573,0.3707484332233812
0.0,0.39485589269624777,0.36727653969175245
0.0,0.5556388381403947,0.38229166104307194
0.0,0.5827141132716092,0.4559604333397442
0.0,0.41211750178823026,0.5470291398656478
0.0,0.8296026031346163,0.5800812931008804
0.0,0.0,0.529043023092475
0.0,0.7957605402264991,0.49535240966049776
0.0,0.6853673338989852,0.5877436968902408
0.0,0.0,0.8664364141985563
0.0,0.0,1.2458477435267379
0.0,0.0,1.4506928214228203
0.0,0.0,1.4879734224182275
0.0,0.0,1.5073302295527697
0.0,0.0,1.5119748688733812
0.0,0.0,1.5143546964051635
0.0,8.585576431610198,1.5040846632796196
0.0,0.0,1.5109030311093274
0.0,8.470846582982716,1.522107047613998
0.0,8.514476024265155,1.505651713559524
0.0,8.428115976864945,1.519110691256471
0.0,0.0,1.540327807066521
0.0,0.0,1.494119029514614
0.0,0.0,1.5069929725749207
0.0,0.0,1.5145374779078107
0.0,0.0,1.5177349469990693
0.0,0.0,1.5261124959734815
0.0,0.0,1.5261630795968923
0.0,0.0,1.5288725716087934
0.0,0.0,1.525586513347031
0.0,0.0,1.5212354683739568
0.0,0.0,1.52130375290633
0.0,8.4375626590546,1.5257618400688968
0.0,8.49023914263068,1.5305971747886835
0.0,0.0,1.5356261480235627
0.0,0.0,1.5363356898577887
0.0,0.0,1.5383216987579384
0.0,0.0,1.538861112020669
0.0,0.0,1.5430964538447607
0.0,0.0,1.538726820155426
0.0,0.0,1.5346435880089435
0.0,0.0,1.4751125609267957
0.0,8.666038335334312,1.4699172436101093
0.0,8.637802188467806,1.4646964208784035
0.0,8.751705266614982,1.4857569353463815
0.0,8.9057052169112,1.4946134197681227
0.0,0.0,1.4488026936437737
0.0,0.0,1.4526011582371998
0.0,0.0,1.455913686326404
0.0,0.0,1.4554622086176248
0.0,0.0,1.4552666447368001
0.0,0.0,1.4512211487881728
0.0,0.0,1.4471647004149195
0.0,0.0,1.4349675397821238
0.0,0.0,1.4183665801785985
0.0,0.0,1.3892776973947263
0.0,0.0,1.3597306368964026
0.0,0.0,1.3174153983274668
0.0,0.0,1.2579165100594925
0.0,0.0,1.1941015239975243
0.0,0.45132573060499404,1.103579429249926
0.0,1.361789545436698,0.9727501453110806
0.0,0.9745048290464536,0.8324791681175762
0.0,0.7200185789963652,0.7510937318851342
0.0,0.8077803911292523,0.7084671128589703
0.0,0.5555531037637627,0.4656518147520243
0.0,0.3556557464988052,0.29136589626511206
0.0,0.0,0.25289127510432785
0.0,0.2201660335729584,0.22217380583416396
0.0,0.07706177697441075,0.14666932635366295
0.0,0.0,0.10479368080861817
0.0,0.0,0.08728366734353489
0.0,0.0,0.06542624899619828
0.0,0.0,0.04410637930233489
0.0,0.0,0.031130013549535426
0.0,0.0,0.01810169646776134
0.0,0.0984355415524826,0.01820058931463316
0.0,0.059859524145109186,0.011067939469339188
0.0,0.07374070281984071,0.013634549336844513
0.0,0.13800920156419436,0.02551770183507443
0.0,0.29273318819830574,0.054125943263286805
0.0,0.39151573887885904,0.08710410686479977
0.0,0.24465128479508744,0.12861167471223803
0.0,0.0,0.16944251476463945
0.0,0.0,0.21852545158977096
0.0,0.0,0.293061711589122
0.0,0.0,0.40115083111163835
0.0,0.0,0.5495619749833622
0.0,0.0,0.7392979424581102
0.0,0.0,1.0148777219768061
0.0,0.0,1.1205279669154318
0.0,0.0,1.1525161832240411
0.0,0.0,1.0606311149781646
0.0,0.0,1.0161774679436963
0.0,0.0,1.01910217593768
0.0,0.0,1.1286146630055176
0.0,0.0,1.2246475652200046
0.0,0.0,1.2918154286514865
0.0,0.0,1.3544823324391917
0.0,0.0,1.3874950678638915
0.0,0.0,1.3997276024835237
0.0,0.0,1.3997027834392912
0.0,0.0,1.4041244743131631
0.0,0.0,1.4087129809959198
0.0,0.0,1.3907627680033703
0.0,0.8626731912945707,1.3611024045472335
0.0,1.430089006803044,1.3139781695214823
0.0,1.7153970859850014,1.2392149765892368
0.0,1.862654018547184,1.1242129134409782
0.0,1.1321067914369887,0.9842313164422184
0.0,0.48817015331252245,0.8406460083906453
0.0,0.6193247782270824,0.7226666518391088
0.0,0.23106718653546998,0.6557828554129997
0.0,0.0,0.5703746387821448
0.0,0.0,0.6925921481137103
0.0,0.0,0.8584624556103603
0.0,0.0,0.9322913771347328
0.0,0.0,0.9709048097145999
0.0,2.1323358245582824,1.0416559742583542
0.0,0.0,0.8504574702243249
0.0,0.0,0.9560152487991556
0.0,0.0,1.0190012581473502
0.0,0.0,1.1210348069949312
0.0,0.0,1.1817730550019985
0.0,0.0,1.1983760070962406
0.0,0.0,1.251204110912143
0.0,0.0,1.3018096111545174
0.0,0.0,1.3386311982518255
0.0,0.0,1.3629635249416905
0.0,0.0,1.3810092682303314
0.0,0.0,1.3857010661261138
0.0,0.0,1.3862375985296174
0.0,0.0,1.3860000591813129
0.0,0.0,1.381211367801226
0.0,0.0,1.3616778679760002
0.0,0.0,1.3515035297747535
0.0,0.0,1.3505459544467069
0.0,0.0,1.4626764379050476
0.0,0.0,1.4393875619549514
0.0,0.0,1.4310968474685362
0.0,0.0,1.3988569053758775
0.0,0.045652476160684685,1.3718839963790126
0.0,8.56631219478663,1.2503947161295275
0.0,0.0,1.3551108974478747
0.0,0.0,1.4187024368947552
0.0,0.0,1.5013032429527038
0.0,0.0,1.5270186418119298
0.0,0.0,1.5545009103726346
0.0,0.0,1.569683328082602
0.0,0.0,1.5793732096490913
0.0,0.0,1.5802898668962622
0.0,0.0,1.5897913504013872
0.0,0.0,1.5904593255582669
0.0,0.0,1.590891948684791
0.0,0.0,1.5912551819012783
0.0,0.0,1.5920904157392848
0.0,0.0,1.596991495767281
0.0,0.0,1.597775449928549
0.0,0.0,1.5977891169645513
0.0,8.779871008093886,1.5939586298293573
0.0,8.686075669583037,1.5766160073483018
0.0,8.403771084093881,1.514609355781025
0.0,8.40069533098048,0.9009817867770221
0.0,8.955917529047493,0.8810297951175287
0.0,9.026655727531294,0.9088225985444767
0.0,8.53776761198636,1.514862765387725
0.0,8.464893028297693,1.5062928311595989
0.0,0.0,1.5423778266705923
0.0,0.0,1.5432320834501918
0.0,0.0,1.5297440080245666
0.0,0.0,1.524825243544068
0.0,0.0,1.5282509485757174
0.0,0.0,1.5280125149438675
0.0,0.0,1.5285485780089252
0.0,0.0,1.525361910536795
0.0,0.0,1.530678074405891
0.0,0.0,1.5312866571103925
0.0,0.0,1.5275457185861645
0.0,0.0,1.5276529641344414
0.0,0.0,1.5232066046270345
0.0,0.0,1.5234659048554555
0.0,0.0,1.523949350108538
0.0,0.0,1.5199164261062992
0.0,0.0,1.5155162726867604
0.0,0.0,1.5171395627424107
0.0,0.0,1.4503092537044158
0.0,0.0,1.4835036572924851
0.0,0.0,1.4334668813954765
0.0,0.0,1.3255525810523294
0.0,0.0,1.4357573573721139
0.0,0.0,1.4690121899834863
0.0,0.0,1.4997575448698839
0.0,0.0,1.4758380793105863
0.0,0.0,1.4268386163234466
0.0,0.0,1.3389925311877213
0.0,0.0,1.2941740098111638
0.0,0.0,1.3827370137044448
0.0,0.0,1.4898684971135172
0.0,0.0,1.5213905627863473
0.0,0.0,1.5325343491543897
0.0,0.0,1.535533845665842
0.0,0.0,1.5367837387339507
0.0,0.0,1.5371376226844498
0.0,0.0,1.5285403643116189
0.0,0.0,1.5160274350687495
0.0,0.0,1.4828263748969666
0.0,0.0,1.4114408183219984
0.0,0.0,1.305351076700607
0.0,0.0,1.289958438831701
0.0,0.0,1.376276267871314
0.0,0.0,1.4243233266171238
0.0,0.0,1.4684068877795917
0.0,0.0,1.5012501427889786
0.0,0.0,1.4981448852814798
0.0,0.0,1.4975947599636128
0.0,0.0,1.487453364597722
0.0,0.0,1.4647542790116297
0.0,0.26077825446128156,1.421469383624459
0.0,0.49296503586464,1.3859288488719141
0.0,1.19511537141448,1.3833347155366202
0.0,0.7234810926652047,1.3893151670246688
0.0,0.7373852542924597,1.3820770845396626
0.0,0.0,1.382856064614239
0.0,8.885577945576427,1.4173248523943645
0.0,8.408197085625249,1.4516695949282197
0.0,0.0,1.473542512791843
0.0,0.0,1.4954762673491637
0.0,0.0,1.5054783326196446
0.0,0.0,1.5159627869384522
0.0,0.0,1.5175456366272013
0.0,0.0,1.523990679491818
0.0,0.0,1.5292065747187096
0.0,0.0,1.5306350265614872
0.0,0.0,1.5292972322011353
0.0,0.0,1.5122730411059782
0.0,0.0,1.4765298351172338
0.0,0.0,1.3620951886618105
0.0,0.0,1.3323061379944734
0.0,0.0,1.3949699462079337
0.0,0.0,1.3869732238258925
0.0,0.0,1.4650724946736131
0.0,0.0,1.4859799530383204
0.0,0.0,1.4988937552453665
0.0,0.0,1.4993529521157494
0.0,0.0,1.5035943845465323
0.0,0.0,1.5071738854206964
0.0,0.0,1.4978636606938671
0.0,0.0,1.4692826339900793
0.0,0.0,1.3810004131926492
0.0,0.0,1.2195784224842154
0.0,1.339739971132403,1.0618581586400022
0.0,0.0,0.9871554976391052
0.0,0.6372384094040093,0.971202403024245
0.0,0.0,0.9506389478491432
0.0,0.0,1.037423966004159
0.0,0.0,1.1756995331184323
0.0,0.0,1.2005109359703465
0.0,0.0,1.2165341891488572
0.0,0.0,1.1645173160988498
0.0,0.0,0.9462865769681394
0.0,0.9096407787232463,0.6537338872509935
0.0,0.4396669380104976,0.3951799209168132
0.0,0.0,0.3011388462406691
0.0,0.0948108545641777,0.32160758781441295
0.0,1.1340857093333214,0.3224936394638342
0.0,1.5310742749083905,0.4008007222049286
0.0,0.8741049537076585,0.5686918296457862
0.0,0.0,0.7276445795545576
0.0,0.0,0.8370736912925606
0.0,0.0,0.8641819930032912
0.0,0.0,0.808642488591119
0.0,0.0,0.7105352667152374
0.0,0.0,0.6074833732082299
0.0,0.0,0.5201713964114099
0.0,0.0,0.44818059692734197
0.0,0.09034255295766025,0.40906188211249134
0.0,0.09827511974063174,0.4154330731753345
0.0,0.20699870992852748,0.4551537915425706
0.0,0.04605832696747114,0.5038676823588263
0.0,0.0,0.5370618593299454
0.0,0.0,0.5251900242586374
0.0,0.0,0.48889077430407435
0.0,0.0,0.40767308230254645
0.0,0.0,0.312013080137223
0.0,0.0,0.2960196998678657
0.0,0.24496395377449132,0.2512812600945258
0.0,0.0766923022163627,0.17112336567309838
0.0,0.024341181729976402,0.127112422649368
0.0,0.21857279660382095,0.12378979995003453
0.0,0.1358165662778014,0.1232017054127825
0.0,0.24842587506356373,0.1538319456635754
0.0,0.3368832285219152,0.15547416962529353
0.0,0.1334585265294402,0.15219253287418485
0.0,0.0,0.15256156407746602
0.0,0.1544295051018499,0.13154768182430474
0.0,0.3153652598116543,0.09754634805189061
0.0,0.33334795623137514,0.07144449701884409
0.0,0.2857045888297669,0.06263530726921972
0.0,0.3142913402204438,0.06301648533693713
0.0,0.31551486406957086,0.06814718406126817
0.0,0.22964109530824758,0.08169607397548198
0.0,0.14346197523730164,0.09028403394042231
0.0,0.2746625226702797,0.09002047080259801
0.0,0.1583204854829267,0.09793582193595889
0.0,0.2588838098256875,0.10181642241135289
0.0,0.2755162117351757,0.08036937480922661
0.0,0.21897687176143024,0.06010639072563537
0.0,0.1932195970428683,0.04553496600291915
0.0,0.10202254433870914,0.0335772337445128
0.0,0.03373673742234514,0.025855757707117323
0.0,0.0,0.016000040395791212
0.0,0.05612530042980187,0.015281957836933611
0.0,0.046892049341990975,0.013574743060261338
0.0,0.07320000379115914,0.01843904580178783
0.0,0.06629881701922027,0.02206749727901639
0.0,0.08683725461406577,0.02586502469576455
0.0,0.15636509579619015,0.033816151073162014
0.0,0.19851982193382628,0.041610498988573025
0.0,0.2637070949196367,0.05366353151568155
0.0,0.2545313465257737,0.061775890771186975
0.0,0.21588867978805587,0.07424880129548272
0.0,0.17390591124867455,0.09100860275938294
0.0,0.34555308361669385,0.10803250396139236
0.0,0.3066031168754881,0.12535306609294067
0.0,0.5050212666529335,0.1473268823123882
0.0,0.47607147906486347,0.16159199217745815
0.0,0.2917651387212279,0.1765587256546379
0.0,0.16612899845736195,0.18766008150019764
0.0,0.0,0.19572778418663292
0.0,0.0,0.2547141735212046
0.0,0.0,0.2935467258282533
0.0,0.0,0.2931782734283839
0.0,0.0,0.39327893928343755
0.0,0.0,0.45430758110870084
0.0,0.0,0.5331469082983706
0.0,0.0,0.7271083187092662
0.0,0.0,0.7958841000785377
0.0,0.0,0.9837721159296873
0.0,0.0,1.1045970167537582
1.9274879512235972,0.0,1.203232021472487
1.9749613319657593,0.0,1.2582123841472546
0.0,0.0,1.270257971802957
0.0,0.0,1.229004667979712
0.0,0.0,1.1845466985208326
0.0,0.0,1.1529709331458016
0.0,0.0,1.1122661458498797
0.0,0.0,1.083955537387041
0.0,0.0,1.0396050546750852
0.0,0.0,0.9509456159871705
0.0,0.0,0.8500503026082138
0.0,0.0,0.7449311978922913
0.0,0.0,0.6481874077456755
0.0,0.0,0.5726686007731282
0.0,0.0,0.39680927951926664
0.0,0.0,0.3555790737261913
0.0,0.044792895053092696,0.2927414556825306
0.0,0.4559284245936455,0.26086146013426775
0.0,0.9399296344357088,0.23264528165711615
0.0,1.0599706720536557,0.2156049284881411
0.0,0.6529201540191307,0.23843129489054155
0.0,0.0,0.28011628695009433
0.0,0.0,0.3348623709702992
0.0,0.35916353589741146,0.30182342332054546
0.0,0.6452275824386017,0.31548048446488075
0.0,0.37333561033852186,0.363297470597902
0.0,0.47433531330648515,0.4408258208542106
0.0,1.0795235694137082,0.5478197834917174
0.0,0.2900616634271732,0.6715953198294745
0.0,0.2961108256239434,0.7953255745138129
0.0,0.0,0.9276517631116011
0.0,0.0,1.0687369895019014
0.0,0.0,1.1725368735098043
0.0,0.0,1.2221406331962172
0.0,0.0,1.2204087134829853
0.0,0.0,1.1967665400747607
0.0,0.0,1.1592111831917133
0.0,0.0,1.104832914159602
0.0,0.0,1.0793501761799211
0.0,0.0,1.0167037281318512
0.0,0.15579483886232193,0.9459423050405692
0.0,0.14112658334695805,0.874567572732759
0.0,0.0,0.774227898805708
0.0,0.0,0.733476104905338
0.0,0.0,0.696089625584987
0.0,0.0,0.6953327154657207
0.0,0.0,0.6755502289536304
0.0,0.0,0.5962258953603932
0.0,1.1741443485264682,0.5162703194106201
0.0,1.0862824402733529,0.4460755993360233
0.0,0.781750855665643,0.4093860333692056
0.0,0.9794093801059186,0.3821746866260577
0.0,0.7126197459255562,0.37698590739383453
0.0,0.13047846510958938,0.40176954143994636
0.1383180262399586,0.0,0.4354454646874786
0.05462797142674658,0.0,0.49505987322551187
0.0,0.6450281574315985,0.5753805705503291
0.0,0.9272135533967281,0.612842829478927
0.0,0.2509372213175517,0.5907942030456167
0.0,0.06966141609010135,0.5425631559473939
0.0,0.0,0.48529867179210234
0.0,0.0,0.43724636789580834
0.0,0.0,0.287287294722394
0.0,0.0,0.23591083620585815
0.0,0.0,0.2220685069725787
0.0,0.0,0.1962219155488598
0.0,0.0,0.1633852569313589
0.0,0.0,0.1528393845263495
0.0,0.06317579681214702,0.16862418336606566
0.0,0.18125531434415784,0.18555244450438815
0.0,0.3464701345374595,0.20138701308920764
0.0,0.22391359544860345,0.21305778273952947
0.0,0.3953185852857211,0.20551455007371272
0.0,0.44637041348043,0.17571819182720066
0.0,0.3973530030629273,0.1372281179089203
0.0,0.3356874373112938,0.10620836022330687
0.0,0.3408084210486326,0.08753733897799755
0.0,0.33226507916642534,0.08595768741596846
0.0,0.16843573188263444,0.08509270356980281
0.0,0.32593714083479447,0.08478766076740339
0.0,0.4549369791708818,0.08902166063295841
0.0,0.5016224782705501,0.09274927098484098
0.0,0.4265991095508733,0.0837820295112014
0.0,0.32328559479712804,0.07448845187144829
0.0,0.19953711984189343,0.05651200870176852
0.0,0.13410462350682925,0.03460469286472337
0.0,0.0,0.0
0.0,0.0,0.00312555096287305
0.0,0.0,0.002799159799294966
0.0,0.0,0.02349266283857429
0.0,0.03921476731633113,0.012155224713555741
0.0,0.0,0.004106855908308886
0.0,0.0,0.003873872339825349
0.0,0.0,0.00871556448855965
0.0,0.0,0.01303914796109177
0.0,0.0,0.027909066396262054
0.0,0.0,0.05638022795051813
0.0,0.0,0.0907238118831681
0.0,0.0,0.10178968783820824
0.0,0.0,0.09183856960847644
0.0,0.0,0.10601829080839312
0.0,0.0,0.12834250059247412
0.0,0.0,0.16774916918516936
0.0,0.0,0.24166934394252
0.0,0.0,0.32452758155924766
0.0,0.0,0.4240087686651982
0.0,0.0,0.5522021692861818
0.0,0.0,0.6874197571464002
0.0,0.0,0.7923133556970794
0.0,0.0,0.8363418897793711
0.0,0.154112049289031,0.6415539617981169
0.0,0.0,0.5013284212965028
0.0,0.0,0.36269657771951797
0.0,0.0,0.23625981565001794
0.0,0.01229747683239435,0.16902579742905147
0.0,0.0,0.1205536027412327
0.0,0.0,0.10704139402690072
0.0,0.0,0.11865180948049553
0.0,0.0,0.11050386354757957
0.0,0.0,0.11968755208962989
0.0,0.0,0.12369904151239283
0.0,0.0,0.15497751978042074
0.0,0.0,0.22800398565393332
0.0,0.0,0.276913032110596
0.0,0.0,0.25969117946858783
0.0,0.013551231099234284,0.21830232411632977
0.0,0.5243935400513821,0.19995349699128798
0.0,0.5228569865374577,0.2241917451361281
0.0,0.0,0.2686347670626852
0.0,0.0,0.3337608336984241
0.0,0.5586612542423636,0.46622650728174364
0.0,0.7161283830032082,0.6081447831959949
0.0,0.05404597571510905,0.6819055406733738
0.0,0.0,0.7291111172432567
0.0,0.0,0.711391834139966
0.0,0.0,0.8283038745615265
0.0,0.0,0.842561195107747
0.0,0.0,0.9575430908634824
0.0,0.0,1.0663789179014627
0.0,0.0,1.02545945272972
0.0,0.0,1.0160266959484032
0.0,0.0,1.0237702568469342
0.0,0.0,1.0575448950443758
0.0,0.0,1.0988558620653228
0.0,0.2952695114407291,1.0796293308866363
0.0,0.0,1.0358470367932178
0.0,0.0,0.9808216754270713
0.0,1.1820691607111025,0.9297111641484209
0.0,0.6557873307619525,0.8863515949604001
0.0,0.0,0.8598833000692513
0.0,0.0,0.8541414670451124
0.0,0.0,0.8317907716196237
0.0,0.0,0.8179604795719179
0.0,0.0,0.816102408127692
0.0,0.0,0.7590482790615616
0.0,0.0,0.7017067662904803
0.0,0.0,0.6612501723851454
0.0,0.02055213961229807,0.6168589276002336
0.0,0.0,0.4629674429956172
0.0,0.5425617945576051,0.4485363276618757
0.0,0.09928404176071709,0.4254285632653498
0.0,0.0,0.45389811539692837
0.0,0.29575035238048436,0.42742360351210945
0.0,0.0,0.3991505996271107
0.0,0.0,0.45071297906522273
0.0,1.038856400018867,0.3980708255928725
0.0,0.5786583644570051,0.2982674613724697
0.0,0.0,0.28612939488101774
0.0,0.0,0.2775903650358458
0.0,0.0,0.25716636039997964
0.0,0.0,0.20391802973382395
0.0,0.0,0.1430981559035715
0.0,0.08525519291994327,0.0991395677799034
0.0,0.33000485357171183,0.08063530403774516
0.0,0.3517658947682543,0.07975441815920074
0.0,0.3931171570252169,0.09230467769832802
0.0,0.3807388561180467,0.10963383149158792
0.0,0.0,0.15594327664987298
0.0,0.0,0.2721924701037625
0.0,0.0,0.44131852023655493
0.0,0.0,0.5919851815496024
0.0,0.0,0.6840266984264028
0.0,0.0,0.767190841815825
0.0,0.0,0.7287454233966867
0.0,0.0,0.7177814430056845
0.0,0.0,0.7325314349556411
0.0,0.0,0.7229609229599961
0.0,0.044835535733486864,0.5968265377660189
0.0,0.0,0.44115360167968637
0.0,0.0,0.3353339696480485
0.0,0.0,0.4056653914489668
0.0,0.0,0.4112406323270897
0.0,0.0,0.419226602644523
0.0,0.0,0.4617905758470385
0.0,0.0,0.4996257550286527
0.0,0.0,0.5120944443067079
0.0,0.0,0.5198932785398804
0.0,0.002045439053402376,0.5153476467518976
0.0,0.13001805960799745,0.4948693608667986
0.0,0.0,0.49547807224723384
0.0,0.0,0.5436422063072623
0.0,0.0,0.5966588077105052
0.0,0.0,0.6462098549487596
0.0,0.0,0.6530591771290525
0.0,0.0,0.578459437628942
0.0,0.0,0.47365406238725255
0.0,0.298406669175125,0.42301028171332505
0.0,0.6504609068571704,0.3115436476499148
0.0,0.39844974295037744,0.22571138033327848
0.0,0.3862098994546558,0.23325719283452873
0.0,0.0469571221288172,0.2686192634717749
0.0,0.2796518980692417,0.3557844295147273
0.0,0.0,0.46533606785028414
0.0,0.0,0.5579230136491452
0.0,0.0,0.6461234693780232
0.0,0.0,0.7005557226862067
0.0,0.0,0.7138194199654104
0.0,0.0,0.7645595210368547
0.0,0.0,0.8370437509423561
0.0,0.26822512134546794,0.9274947342508236
0.0,0.0,1.0701471834331684
0.0,0.0,1.2182868692165532
0.0,0.0,1.3330910619240641
0.0,0.0,1.412053268196944
0.0,0.0,1.4518826401876073
0.0,0.0,1.4739469233037854
0.0,0.0,1.4787420276826064
0.0,0.0,1.462572579363191
0.0,0.0,1.4580448014285803
0.0,0.0,1.449742722357027
0.0,0.0,1.4549237018226957
0.0,0.0,1.4162655389952894
0.0,0.0,1.3856859388579128
0.0,0.37388509022050886,1.3639111390884806
0.0,0.6168359685897729,1.2518893353645317
0.0,0.04065425805389733,1.1208318154637977
0.0,0.0,1.058184992713465
0.0,0.0,0.978729204463229
0.0,0.0,0.8647113473234862
0.0,0.0,0.7004976850086432
